,Estaciones
8883,/g/precios-combustible-gasolinera-repsol-poligono-de-muros---ventin-sn-en-el-municipio-muros
8884,/g/precios-combustible-gasolinera-cepsa-carretera-c-550-km.-34-en-el-municipio-muros
8885,/g/precios-combustible-gasolinera-repsol-carretera-n550-km.-785-en-el-municipio-padron
8886,/g/precios-combustible-gasolinera-galp-carretera-nacional-550-km.-sn-en-el-municipio-padron
8887,/g/precios-combustible-gasolinera-pedron-carretera-nacional-550-km.-80100-en-el-municipio-padron
8888,/g/precios-combustible-gasolinera-cepsa-carretera-n-550-km.-759-en-el-municipio-padron
8889,/g/precios-combustible-gasolinera-cepsa-carretera-n-550-km.-759-en-el-municipio-padron
8890,/g/precios-combustible-gasolinera-combustibles-rio-eume-avenida-avda-ricardo-sanchez-1-en-el-municipio-pontedeume
8891,/g/precios-combustible-gasolinera-cc-oil-carretera-n-651-km.-16-en-el-municipio-pontedeume
8892,/g/precios-combustible-gasolinera-cc-oil-carretera-n-651-km.-16-en-el-municipio-pontedeume
8893,/g/precios-combustible-gasolinera-repsol-carretera-c-552-corua-finisterre-km.-94-en-el-municipio-cee
8894,/g/precios-combustible-gasolinera-low-cost-repost-parque-parque-empresarial-de-cee-19-en-el-municipio-cee
8895,/g/precios-combustible-gasolinera-galp-carretera-ac-543-km.-900-en-el-municipio-brion
8896,/g/precios-combustible-gasolinera-cepsa-avenida-lugo-9496-en-el-municipio-melide
8897,/g/precios-combustible-gasolinera-yethi-carretera-ac-840-km.-52350-en-el-municipio-melide
8898,/g/precios-combustible-gasolinera-repsol-calle-la-torre-8-en-el-municipio-vimianzo
8899,/g/precios-combustible-gasolinera-cepsa-os-carballos-sn-deixebre-n-550-km-477-en-el-municipio-oroso
8900,/g/precios-combustible-gasolinera-cepsa-carretera-ferrol-campo-hospital-km.-336-en-el-municipio-cedeira
8901,/g/precios-combustible-gasolinera-repsol-avenida-santiago-70-en-el-municipio-negreira
8902,/g/precios-combustible-gasolinera-shell-carretera-ferrol-cedeira-km-12-en-el-municipio-valdovio
8903,/g/precios-combustible-gasolinera-carbugal-cortian-carretera-n-vi-km.-576-en-el-municipio-bergondo
8904,/g/precios-combustible-gasolinera-cepsa-poligono-de-bergondo-parc.-e22-en-el-municipio-bergondo
8905,/g/precios-combustible-gasolinera-cepsa-carretera-c-550-km.-105-en-el-municipio-outes
8906,/g/precios-combustible-gasolinera-cepsa-carretera-c-550-km.-105-en-el-municipio-outes
8907,/g/precios-combustible-gasolinera-repsol-carretera-la-corua-finisterre-km.-3850-en-el-municipio-coristanco
8908,/g/precios-combustible-gasolinera-repsol-ctra.-c-552-km-45-en-el-municipio-coristanco
8909,/g/precios-combustible-gasolinera-meroil-carretera-ac-552-km.-37100-en-el-municipio-coristanco
8910,/g/precios-combustible-gasolinera-carrefour-parque-comercial-plan-sectorizacion-apu-m1-1-en-el-municipio-coristanco
8911,/g/precios-combustible-gasolinera-repsol-carretera-l-240-km.-11-en-el-municipio-arzua
8912,/g/precios-combustible-gasolinera-repsol-cr-n-547-638-en-el-municipio-arzua
8913,/g/precios-combustible-gasolinera-e.s.teiraboa-parque-empresarial-1-en-el-municipio-arzua
8914,/g/precios-combustible-gasolinera-estacion-de-servicio-tabeaio-cn-550-km-14176-en-el-municipio-carral
8915,/g/precios-combustible-gasolinera-repsol-calle-paraiso-23-en-el-municipio-carral
8916,/g/precios-combustible-gasolinera-galp-carretera-ac-862-km.-41-en-el-municipio-ortigueira
8917,/g/precios-combustible-gasolinera-ortegal-oil-lg-lagarea-en-el-municipio-ortigueira
8918,/g/precios-combustible-gasolinera-ortegal-oil-poligono-a-rega-cuia-21-en-el-municipio-ortigueira
8919,/g/precios-combustible-gasolinera-repsol-carretera-n-651-km.-95-en-el-municipio-mio
8920,/g/precios-combustible-gasolinera-repsol-autopista-ap-9-km.-155-en-el-municipio-mio
8921,/g/precios-combustible-gasolinera-valcarce-ctra.-ac-422-ctra.-km-372-en-el-municipio-ponteceso
8922,/g/precios-combustible-gasolinera-e-s-a-campara-lugar-a-campara---ponteceso-cp-6805-km-0180-en-el-municipio-ponteceso
8923,/g/precios-combustible-gasolinera-repsol-avenida-bergantios-35-en-el-municipio-ponteceso
8924,/g/precios-combustible-gasolinera-cerqueda-sl-carretera-ac-414-km.-2-en-el-municipio-malpica-de-bergantios
8925,/g/precios-combustible-gasolinera-cepsa-carretera-ac-542-km.-10-en-el-municipio-abegondo
8926,/g/precios-combustible-gasolinera-gsm-carretera-ac-542-carretera-betanzos-meson-do-vento-km.-9-en-el-municipio-abegondo
8927,/g/precios-combustible-gasolinera-repsol-carretera-ctra.-vimianzo-camarias-km.-9-en-el-municipio-camarias
8928,/g/precios-combustible-gasolinera-la-gallada-lugar-a-gallada-san-xoan-de-pieiro-0-en-el-municipio-mugardos
8929,/g/precios-combustible-gasolinera-repsol-carretera-ac-115-km.-1800-en-el-municipio-neda
8930,/g/precios-combustible-gasolinera-petronor-lugar-la-mourela-2-en-el-municipio-neda
8931,/g/precios-combustible-gasolinera-shell-avda-de-galicia-sn-ac400-km-36-en-el-municipio-cerceda
8932,/g/precios-combustible-gasolinera-repsol-lugar-ac-413-sn-en-el-municipio-cerceda
8933,/g/precios-combustible-gasolinera-cepsa-rua-xaquin-lorenzo-28-en-el-municipio-cerceda
8934,/g/precios-combustible-gasolinera-ponteulla-carretera-n-525-km.-322-en-el-municipio-vedra
8935,/g/precios-combustible-gasolinera-ponteulla-carretera-n-525-km.-322-en-el-municipio-vedra
8936,/g/precios-combustible-gasolinera-shell-muelle-marina-muxia-sn-en-el-municipio-muxia
8937,/g/precios-combustible-gasolinera-cepsa-ctra.-a-corua---finisterre-km-586-en-el-municipio-zas
8938,/g/precios-combustible-gasolinera-cepsa-carretera-ac-404-km.-54560-en-el-municipio-zas
8939,/g/precios-combustible-gasolinera-campsa-carretera-c-552-corua-finisterre-km.-107-en-el-municipio-fisterra
8940,/g/precios-combustible-gasolinera-gasolinera-fontefria-carretera-c-543-km.-23-en-el-municipio-rois
8941,/g/precios-combustible-gasolinera-repsol-carretera-nacional-634-km.-107116-en-el-municipio-pino-o
8942,/g/precios-combustible-gasolinera-cepsa-carretera-n-vi-km.-54785-en-el-municipio-pino-o
8943,/g/precios-combustible-gasolinera-gasuma-lugar-a-pedra-nanton-sn-en-el-municipio-cabana-de-bergantios
8944,/g/precios-combustible-gasolinera-gasoleos-san-benito-ctra.-ac-260-sergude-boqueixon-km-4.5-en-el-municipio-boqueixon
8945,/g/precios-combustible-gasolinera-cepsa-carretera-ac-550-km.-26600-en-el-municipio-carnota
8946,/g/precios-combustible-gasolinera-cepsa-carretera-lc-403-km.-936-en-el-municipio-mazaricos
8947,/g/precios-combustible-gasolinera-repsol-parque-antes-43-en-el-municipio-mazaricos
8948,/g/precios-combustible-gasolinera-ortegal-oil-a-pedra-en-el-municipio-cario
8949,/g/precios-combustible-gasolinera-e.s.-paramos-cr-c-545-212-c-545-km-2126-en-el-municipio-val-do-dubra
8950,/g/precios-combustible-gasolinera-repsol-carretera-arcai-120-km.-2258-en-el-municipio-val-do-dubra
8951,/g/precios-combustible-gasolinera-repsol-rua-entrepontes-108-en-el-municipio-val-do-dubra
8952,/g/precios-combustible-gasolinera-valcarce-ctra-carballo---santiago-km-19.9-en-el-municipio-val-do-dubra
8953,/g/precios-combustible-gasolinera-valcarce---e.s.-tisco-carrera-nacional-634-pk-666580-8-en-el-municipio-curtis
8954,/g/precios-combustible-gasolinera-cepsa-carretera-n-634-km.-659-en-el-municipio-curtis
8955,/g/precios-combustible-gasolinera-repsol-carretera-n-634-km.-663-en-el-municipio-curtis
8956,/g/precios-combustible-gasolinera-shell-carretera-ac546-km.-0062-en-el-municipio-baa-a
8957,/g/precios-combustible-gasolinera-cepsa-carretera-ctra.-lc-444-km.-27-en-el-municipio-baa-a
8958,/g/precios-combustible-gasolinera-carbugal-laraxe-carretera-n-651-km.-251-en-el-municipio-cabanas
8959,/g/precios-combustible-gasolinera-eessbenza-carretera-cp-7804-km.-62-en-el-municipio-trazo
8960,/g/precios-combustible-gasolinera-shell-cp-5903-km-p.k.-16603-en-el-municipio-trazo
8961,/g/precios-combustible-gasolinera-petronor-carretera-ac-431-km.-51-en-el-municipio-laxe
8962,/g/precios-combustible-gasolinera-repsol-lugar-berdeogas-sn-en-el-municipio-dumbria
8963,/g/precios-combustible-gasolinera-galp-carretera-ac-862-km.-155-en-el-municipio-san-sadurnio
8964,/g/precios-combustible-gasolinera-galp-carretera-ac-305-km.-21-en-el-municipio-dodro
8965,/g/precios-combustible-gasolinera-shell-autovia-barbanza-km.-77-en-el-municipio-dodro
8966,/g/precios-combustible-gasolinera-repsol-carretera-n-634-km.-688-en-el-municipio-frades
8967,/g/precios-combustible-gasolinera-corredoiras-cr-c-540-km-25573-en-el-municipio-boimorto
8968,/g/precios-combustible-gasolinera-cepsa-calle-amilladoiro-porta-sn-sn-en-el-municipio-sobrado
8969,/g/precios-combustible-gasolinera-repsol-autovia-e-70a-6-km.-558-en-el-municipio-coiros
8970,/g/precios-combustible-gasolinera-repsol-autovia-e-70a-6-km.-558-en-el-municipio-coiros
8971,/g/precios-combustible-gasolinera-bp---coiros-carretera-nacional-vi-km.-567-en-el-municipio-coiros
8972,/g/precios-combustible-gasolinera-e.s.-irixoa-municipio-o-cruce-5-en-el-municipio-irixoa
8973,/g/precios-combustible-gasolinera-repsol-cr-l-141-cabaas-as-pontes-11-en-el-municipio-capela-a
8974,/g/precios-combustible-gasolinera-petronor-carretera-c-540-km.-38-en-el-municipio-vilasantar
8975,/g/precios-combustible-gasolinera-car-oil-carretera-n-634-km.-676-en-el-municipio-vilasantar
8976,/g/precios-combustible-gasolinera-ortegal-oil-ac-862-km-24-en-el-municipio-moeche
8977,/g/precios-combustible-gasolinera-ortegal-oil-ac-862-km-3130-en-el-municipio-cerdido
8978,/g/precios-combustible-gasolinera-repsol-carretera-n-540-km.-105-en-el-municipio-lugo
8979,/g/precios-combustible-gasolinera-repsol-carretera-lu-530-km.-297-en-el-municipio-lugo
8980,/g/precios-combustible-gasolinera-cepsa-n-vi-km-504-en-el-municipio-lugo
8981,/g/precios-combustible-gasolinera-repsol-avenida-benigno-rivera-sn-en-el-municipio-lugo
8982,/g/precios-combustible-gasolinera-repsol-carretera-nacional-640-km.-87400-en-el-municipio-lugo
8983,/g/precios-combustible-gasolinera-repsol-avenida-benigno-rivera-99-en-el-municipio-lugo
8984,/g/precios-combustible-gasolinera-repsol-carretera-nacional-vi-km.-4937-en-el-municipio-lugo
8985,/g/precios-combustible-gasolinera-confort-auto-poligono-rua-mercadurias-218-pg.-ceao-218-en-el-municipio-lugo
8986,/g/precios-combustible-gasolinera-masmar-oil-rua-industria-da-103-en-el-municipio-lugo
8987,/g/precios-combustible-gasolinera-eroski-avenida-infanta-elena-sn-en-el-municipio-lugo
8988,/g/precios-combustible-gasolinera-campsa-avenida-benigno-reivera-50-en-el-municipio-lugo
8989,/g/precios-combustible-gasolinera-repsol-avenida-la-corua-310-en-el-municipio-lugo
8990,/g/precios-combustible-gasolinera-gasoleos-ceao-poligono-del-ceao-acceso-autovia-en-el-municipio-lugo
8991,/g/precios-combustible-gasolinera-cepsa-n-vi-km-504-en-el-municipio-lugo
8992,/g/precios-combustible-gasolinera-repsol-cl-ronda-muralla-134-en-el-municipio-lugo
8993,/g/precios-combustible-gasolinera-carrefour-carretera-corua-km.-501-en-el-municipio-lugo
8994,/g/precios-combustible-gasolinera-galp-avda.-los-deportes-12-en-el-municipio-lugo
8995,/g/precios-combustible-gasolinera-repsol-calle-san-roque-90-en-el-municipio-lugo
8996,/g/precios-combustible-gasolinera-repsol-carretera-n-540-km.-2-en-el-municipio-lugo
8997,/g/precios-combustible-gasolinera-repsol-carretera-n-540-km.-2-en-el-municipio-lugo
8998,/g/precios-combustible-gasolinera-repsol-carretera-n-6-km.-498-en-el-municipio-lugo
8999,/g/precios-combustible-gasolinera-bp-lugar-muxa-de-arriba-santa-mar-640-en-el-municipio-lugo
9000,/g/precios-combustible-gasolinera-cepsa-carretera-nal.-120-km.-5208-en-el-municipio-monforte-de-lemos
9001,/g/precios-combustible-gasolinera-repsol-cl-carretera-de-chantada-s.n.-en-el-municipio-monforte-de-lemos
9002,/g/precios-combustible-gasolinera-repsol-calle-doctor-casares-sn-en-el-municipio-monforte-de-lemos
9003,/g/precios-combustible-gasolinera-repsol-avenida-galicia-41-en-el-municipio-monforte-de-lemos
9004,/g/precios-combustible-gasolinera-galp-calle-benito-viceto-50-en-el-municipio-monforte-de-lemos
9005,/g/precios-combustible-gasolinera-meroil-poligono-poligono-industrial-reboredo-sn-en-el-municipio-monforte-de-lemos
9006,/g/precios-combustible-gasolinera-combus-b-poligono-poligono-industrial-landrove-parcela-iii-1314-y-15-sn-en-el-municipio-viveiro
9007,/g/precios-combustible-gasolinera-repsol-rio-pedroso-sn-magazos-c-640-km-3100-en-el-municipio-viveiro
9008,/g/precios-combustible-gasolinera-repsol-calle-lavandeiras-sn-sn-en-el-municipio-viveiro
9009,/g/precios-combustible-gasolinera-repsol-calle-san-lazaro-3-en-el-municipio-viveiro
9010,/g/precios-combustible-gasolinera-cepsa-carretera-e-70n-634-km.-612800-en-el-municipio-vilalba
9011,/g/precios-combustible-gasolinera-repsol-avda.-tierra-llana-164-en-el-municipio-vilalba
9012,/g/precios-combustible-gasolinera-repsol-calle-campo-del-puente-sn-en-el-municipio-vilalba
9013,/g/precios-combustible-gasolinera-galp-avda.-ciudad-de-lugo-68-70-en-el-municipio-vilalba
9014,/g/precios-combustible-gasolinera-e.s.-poligono-calle-cl-macieira-esq.-cerdeira---pgno.-sete-pontes---parcela-30-en-el-municipio-vilalba
9015,/g/precios-combustible-gasolinera-gasogal-energia-carretera-carretera-de-lanzos-la-balsa-km.-333-en-el-municipio-vilalba
9016,/g/precios-combustible-gasolinera-estacion-de-servicio-serafin-carretera-c-546-km.-17-en-el-municipio-sarria
9017,/g/precios-combustible-gasolinera-campsa-c-546-km-337-en-el-municipio-sarria
9018,/g/precios-combustible-gasolinera-e.s.-a-valia-carretera-c-546-km.-3012-en-el-municipio-sarria
9019,/g/precios-combustible-gasolinera-cepsa-rua-benigno-quiroga-92-en-el-municipio-sarria
9020,/g/precios-combustible-gasolinera-repsol-cl-matias-lopez-97-en-el-municipio-sarria
9021,/g/precios-combustible-gasolinera-repsol-avenida-america-10-en-el-municipio-ribadeo
9022,/g/precios-combustible-gasolinera-gasoleos-abelleira-poligono-poligono-industrial-de-ribadeo-parcela-c20-sn-en-el-municipio-ribadeo
9023,/g/precios-combustible-gasolinera-eroski-carretera-ctra-nac.634-km.-5548-en-el-municipio-ribadeo
9024,/g/precios-combustible-gasolinera-valcarce-carretera-nacional-634-km.-554-en-el-municipio-ribadeo
9025,/g/precios-combustible-gasolinera-mercarural-carretera-n-634-km.-563-en-el-municipio-ribadeo
9026,/g/precios-combustible-gasolinera-la-ola-rua-miguel-de-cervantes-44-en-el-municipio-foz
9027,/g/precios-combustible-gasolinera-campsa-calle-rua-miguel-de-cervantes-44-en-el-municipio-foz
9028,/g/precios-combustible-gasolinera-galp-avenida-arcadio-pardias-201-en-el-municipio-burela
9029,/g/precios-combustible-gasolinera-icos-oil-carretera-sobreira-km.-25-en-el-municipio-chantada
9030,/g/precios-combustible-gasolinera-repsol-avenida-lugo-de-99-en-el-municipio-chantada
9031,/g/precios-combustible-gasolinera-ammnsa-s.l.-cr-n-540-574-en-el-municipio-chantada
9032,/g/precios-combustible-gasolinera-cepsa-carretera-lu--170-parga---moman-km.-89-en-el-municipio-guitiriz
9033,/g/precios-combustible-gasolinera-repsol-cr-n-6-5396-en-el-municipio-guitiriz
9034,/g/precios-combustible-gasolinera-cepsa-autovia-a-6-km.-538-en-el-municipio-guitiriz
9035,/g/precios-combustible-gasolinera-cepsa-autovia-a-6-km.-538-en-el-municipio-guitiriz
9036,/g/precios-combustible-gasolinera-pardias-centro-logistico-parque-empresarial-de-guitiriz-parcela-55-en-el-municipio-guitiriz
9037,/g/precios-combustible-gasolinera-saras-de-lugo-a-gontan-a-castro-de-rei-km-9-en-el-municipio-castro-de-rei
9038,/g/precios-combustible-gasolinera-repsol-avenida-terra-cha-sn-en-el-municipio-castro-de-rei
9039,/g/precios-combustible-gasolinera-saras-energia-s.a.-n-vi-km-5115-en-el-municipio-outeiro-de-rei
9040,/g/precios-combustible-gasolinera-bp-lugar-soborvila-10-en-el-municipio-outeiro-de-rei
9041,/g/precios-combustible-gasolinera-saras-n-vi-km-5115-en-el-municipio-outeiro-de-rei
9042,/g/precios-combustible-gasolinera-cepsa-ctra.-villalba-meira-km-150-en-el-municipio-cospeito
9043,/g/precios-combustible-gasolinera-repsol-carretera-lu-120-km.-208-en-el-municipio-cospeito
9044,/g/precios-combustible-gasolinera-campsa-avenida-cidade-de-veria--en-el-municipio-cospeito
9045,/g/precios-combustible-gasolinera-repsol-n-642-km-39-en-el-municipio-cervo
9046,/g/precios-combustible-gasolinera-repsol-calle-pardo-bazan-18-en-el-municipio-saviao-o
9047,/g/precios-combustible-gasolinera-repsol-avenida-lugo-0-en-el-municipio-friol
9048,/g/precios-combustible-gasolinera-repsol-cl-avenida-eladio-lorenzo-2-en-el-municipio-mondoedo
9049,/g/precios-combustible-gasolinera-repsol-carretera-lu-530-km.-5680-en-el-municipio-fonsagrada-a
9050,/g/precios-combustible-gasolinera-7345-avenida-de-la-corua-19-en-el-municipio-monterroso
9051,/g/precios-combustible-gasolinera-libre-ctra.-c-546-pk-km-82-en-el-municipio-corgo-o
9052,/g/precios-combustible-gasolinera-cepsa-autovia-a-6-km.-485-en-el-municipio-corgo-o
9053,/g/precios-combustible-gasolinera-cepsa-autovia-a-6-km.-485-en-el-municipio-corgo-o
9054,/g/precios-combustible-gasolinera-repsol-autovia-a6-km.-479-en-el-municipio-corgo-o
9055,/g/precios-combustible-gasolinera-ultreya-carretera-n-547--lugo-santiago-km.-35-en-el-municipio-palas-de-rei
9056,/g/precios-combustible-gasolinera-repsol-real-n-143-en-el-municipio-quiroga
9057,/g/precios-combustible-gasolinera-repsol-carretera-carretera-de-la-costa-km.-9700-en-el-municipio-xove
9058,/g/precios-combustible-gasolinera-e.s.-camba-lugar-camba---pq-xuances-25-en-el-municipio-xove
9059,/g/precios-combustible-gasolinera-cepsa-carretera-lindin-paraxes-km.-9350-en-el-municipio-pastoriza-a
9060,/g/precios-combustible-gasolinera-complejo-ruta-esmeralda-n-vi-km-5296-en-el-municipio-begonte
9061,/g/precios-combustible-gasolinera-san-cristobal-carretera-rabade--villalba-km.-98-en-el-municipio-begonte
9062,/g/precios-combustible-gasolinera-valcarce-avenida-de-lugo-183-en-el-municipio-taboada
9063,/g/precios-combustible-gasolinera-repsol-cr-n-634-5704-en-el-municipio-barreiros
9064,/g/precios-combustible-gasolinera-ortegal-oil-poligono-pg-industrial-de-barreiros-parcela-b-54-en-el-municipio-barreiros
9065,/g/precios-combustible-gasolinera-e.s.rutancares-s.l.-avda.-de-madrid-77-en-el-municipio-becerrea
9066,/g/precios-combustible-gasolinera-cepsa-ctra.-lousada----a-veiga-km-0100-en-el-municipio-guntin
9067,/g/precios-combustible-gasolinera-e.s.-guntin-carretera-guntin-casco-urbano-km.-18-en-el-municipio-guntin
9068,/g/precios-combustible-gasolinera-estacion-de-servicio-la-fortaleza-cr-lu-530--p.k.-2060-d-en-el-municipio-castroverde
9069,/g/precios-combustible-gasolinera-ariosa-poligono-industrial-de-castroverde-20-en-el-municipio-castroverde
9070,/g/precios-combustible-gasolinera-e.s.sobrado-de-picato-carretera-ctra.-nacional-vi-km.-478800-en-el-municipio-baralla
9071,/g/precios-combustible-gasolinera-cepsa-e.s.-roca-calle-evaristo-correa-calderon-46-en-el-municipio-baralla
9072,/g/precios-combustible-gasolinera-petronor-lugar-ferreira-esperelo-89-en-el-municipio-panton
9073,/g/precios-combustible-gasolinera-cepsa-n-634-km.603-irun-santiago-en-el-municipio-abadin
9074,/g/precios-combustible-gasolinera-repsol-via-n-640-36850-en-el-municipio-pontenova-a
9075,/g/precios-combustible-gasolinera-repsol-carretera-540-km65-km.-0-en-el-municipio-carballedo
9076,/g/precios-combustible-gasolinera-galp-carretera-n-634-km.-578-en-el-municipio-lourenza
9077,/g/precios-combustible-gasolinera-repsol-cr-n-640-1385-en-el-municipio-antas-de-ulla
9078,/g/precios-combustible-gasolinera-repsol-carretera-carretera-general-km.-321-en-el-municipio-xermade
9079,/g/precios-combustible-gasolinera-galp-carrera-becerrea-ventas-de-naron-sn-en-el-municipio-paradela
9080,/g/precios-combustible-gasolinera-cepsa-carretera-lu-160-km.-1810-en-el-municipio-alfoz
9081,/g/precios-combustible-gasolinera-repsol-carretera-n-120-km.-511-en-el-municipio-pobra-do-brollon-a
9082,/g/precios-combustible-gasolinera-estacion-de-servicio-granxeiro-carretera-n-640-km.-59800-en-el-municipio-meira
9083,/g/precios-combustible-gasolinera-cepsa-carretera-carretera-de-meira-a-baleira-km.-07870-en-el-municipio-pol
9084,/g/precios-combustible-gasolinera-repsol-avenida-de-ferrol-67-en-el-municipio-rabade
9085,/g/precios-combustible-gasolinera-campsa-avenida-compostela-1-en-el-municipio-samos
9086,/g/precios-combustible-gasolinera-cepsa-avenida-de-baralla-5-en-el-municipio-baleira
9087,/g/precios-combustible-gasolinera-cepsa-rua-alcalde-castrin-10-en-el-municipio-riotorto
9088,/g/precios-combustible-gasolinera-g-estaciones-de-servicio-carretera-n-vi-km.-447-en-el-municipio-nogais-as
9089,/g/precios-combustible-gasolinera-repsol-carretera-nacional-vi-km.-433-en-el-municipio-pedrafita-do-cebreiro
9090,/g/precios-combustible-gasolinera-repsol-avenida-beiramar-53-en-el-municipio-vigo
9091,/g/precios-combustible-gasolinera-cepsa-avenida-orillamar-173-en-el-municipio-vigo
9092,/g/precios-combustible-gasolinera-galp-avda.-aeroporto-ctra.-n-556-km-6300-en-el-municipio-vigo
9093,/g/precios-combustible-gasolinera-repsol-avenida-aeropuerto-ctra.-n-556-km-5-532-en-el-municipio-vigo
9094,/g/precios-combustible-gasolinera-repsol-avenida-castrelos-524-en-el-municipio-vigo
9095,/g/precios-combustible-gasolinera-e.servicio-teis-p.r.-avenida-galicia-teis-165-en-el-municipio-vigo
9096,/g/precios-combustible-gasolinera-repsol-cl-bayona-sn-en-el-municipio-vigo
9097,/g/precios-combustible-gasolinera-repsol-cl-travesia-de-vigo-233-en-el-municipio-vigo
9098,/g/precios-combustible-gasolinera-cepsa-travesia-de-vigo-242-en-el-municipio-vigo
9099,/g/precios-combustible-gasolinera-repsol-cl-explanada-de-bouzas-2-glorieta-en-el-municipio-vigo
9100,/g/precios-combustible-gasolinera-galp-calle-tomas-paredes-6-en-el-municipio-vigo
9101,/g/precios-combustible-gasolinera-bye-calle-alcalde-lavadores-64-en-el-municipio-vigo
9102,/g/precios-combustible-gasolinera-repsol-calle-republica-argentina-8-en-el-municipio-vigo
9103,/g/precios-combustible-gasolinera-cepsa-avda.-madrid-73-en-el-municipio-vigo
9104,/g/precios-combustible-gasolinera-repsol-avenida-madrid-137-en-el-municipio-vigo
9105,/g/precios-combustible-gasolinera-alcampo-vigo-avenida-madrid-sn-en-el-municipio-vigo
9106,/g/precios-combustible-gasolinera-galp-calcalde-de-lavadores-en-el-municipio-vigo
9107,/g/precios-combustible-gasolinera-repsol-cl-avenida-de-madrid-66-en-el-municipio-vigo
9108,/g/precios-combustible-gasolinera-shell-avda-de-madrid-110-en-el-municipio-vigo
9109,/g/precios-combustible-gasolinera-repsol-plaza-de-espaa-0-en-el-municipio-vigo
9110,/g/precios-combustible-gasolinera-repsol-avenida-ricardo-mella-sn-en-el-municipio-vigo
9111,/g/precios-combustible-gasolinera-repsol-calle-ramiro-pascual-18-en-el-municipio-vigo
9112,/g/precios-combustible-gasolinera-repsol-calle-san-andres-de-comesaa-16-en-el-municipio-vigo
9113,/g/precios-combustible-gasolinera-valle-dorado-avda.-ricardo-mella-sn-po-325-km-58-en-el-municipio-vigo
9114,/g/precios-combustible-gasolinera-campao-c-531-pontevedra-villagarcia-km-35-en-el-municipio-pontevedra
9115,/g/precios-combustible-gasolinera-campao-c-531-pontevedra-villagarcia-km-35-en-el-municipio-pontevedra
9116,/g/precios-combustible-gasolinera-repsol-carretera-la-hermida--marcon-km.-3-en-el-municipio-pontevedra
9117,/g/precios-combustible-gasolinera-repsol-cr-n-550-1264-en-el-municipio-pontevedra
9118,/g/precios-combustible-gasolinera-repsol-cr-n-550-1264-en-el-municipio-pontevedra
9119,/g/precios-combustible-gasolinera-carrefour-rua-san-blas--en-el-municipio-pontevedra
9120,/g/precios-combustible-gasolinera-ere-area-de-servicio-lugar-o-arco-39-en-el-municipio-pontevedra
9121,/g/precios-combustible-gasolinera-repsol-rua-rosalia-de-castro-125-en-el-municipio-pontevedra
9122,/g/precios-combustible-gasolinera-repsol-avenida-domingo-fontan-sn-en-el-municipio-pontevedra
9123,/g/precios-combustible-gasolinera-cepsa-avenida-lugo-46-en-el-municipio-pontevedra
9124,/g/precios-combustible-gasolinera-hafesa-oil-area-as-marismas-liares-5---lourizan-c-550-km-43-en-el-municipio-pontevedra
9125,/g/precios-combustible-gasolinera-cepsa-urbanizacion-monteporreiro-parcela-cc-2-citalia-con-c-francia-sn-en-el-municipio-pontevedra
9126,/g/precios-combustible-gasolinera-repsol-carretera-n-541-km.-892-en-el-municipio-pontevedra
9127,/g/precios-combustible-gasolinera-campsa-calle-hermida-n-550-km-1119-2-en-el-municipio-pontevedra
9128,/g/precios-combustible-gasolinera-repsol-avenida-compostela-121-en-el-municipio-vilagarcia-de-arousa
9129,/g/precios-combustible-gasolinera-repsol-estrada-avda.-compostela-121-13040-en-el-municipio-vilagarcia-de-arousa
9130,/g/precios-combustible-gasolinera-e.s.el-salgueiral-carretera-c-550-km.-112-en-el-municipio-vilagarcia-de-arousa
9131,/g/precios-combustible-gasolinera-galp-n-640-km-234650-en-el-municipio-vilagarcia-de-arousa
9132,/g/precios-combustible-gasolinera-cepsa-avda.-pontevedra-47-n-640-km-2367-en-el-municipio-vilagarcia-de-arousa
9133,/g/precios-combustible-gasolinera-repsol-cl-valle-inclan-8-en-el-municipio-vilagarcia-de-arousa
9134,/g/precios-combustible-gasolinera-saras-avda.-pontevedra-69-en-el-municipio-vilagarcia-de-arousa
9135,/g/precios-combustible-gasolinera-repsol-calle-sanroquej.carlos-i-sn-en-el-municipio-vilagarcia-de-arousa
9136,/g/precios-combustible-gasolinera-alcampo-avenida-as-carolinas-25-en-el-municipio-vilagarcia-de-arousa
9137,/g/precios-combustible-gasolinera-supeco-calle-primero-de-mayo-sn-sn-en-el-municipio-vilagarcia-de-arousa
9138,/g/precios-combustible-gasolinera-repsol-avenida-santa-marina-98-en-el-municipio-redondela
9139,/g/precios-combustible-gasolinera-repsol-avenida-santa-marina-98-en-el-municipio-redondela
9140,/g/precios-combustible-gasolinera-repsol-calle-cabanas-5-en-el-municipio-redondela
9141,/g/precios-combustible-gasolinera-shell-avda.de-bueu-1-en-el-municipio-cangas
9142,/g/precios-combustible-gasolinera-cepsa-carretera-po-551-km.-154-en-el-municipio-cangas
9143,/g/precios-combustible-gasolinera-repsol-cl-calvo-sotelo-84-en-el-municipio-marin
9144,/g/precios-combustible-gasolinera-repsol-calle-o-forte-27-en-el-municipio-marin
9145,/g/precios-combustible-gasolinera-repsol-avenida-doctor-otero-ulloa-1-en-el-municipio-marin
9146,/g/precios-combustible-gasolinera-repsol-cr-n-120---lugar-lamazanes-6435-en-el-municipio-ponteareas
9147,/g/precios-combustible-gasolinera-carbunor-carretera-redondela-km.-1-en-el-municipio-ponteareas
